user_name,user_description,user_link,location,investments,followers
freeadsau,"Australian site for ad, announcements",https://angel.co/freeadsau,Brisbane,Aug ’13,1
franchisetemplatesnewzealand,franchise documents for NZ,https://angel.co/franchisetemplatesnewzealand,Brisbane,Aug ’13,1
JOBAN FRAGRANCE CANDLES,colourful luxury scented candles,https://angel.co/joban-fragrance-candles,Brisbane,Dec ’15,1
RecFinder,connecting candidates to the right recruiter,https://angel.co/recfinder,Brisbane,Jan ’16,1
EzyClient,Shopify for Personal service businesses,https://angel.co/ezyclient,Brisbane,Sep ’12,11
FathomHQ,Financial Intelligence and performance reports for businesses and their advisors,https://angel.co/fathomhq-1,Brisbane,Aug ’15,3
iKeepClient,Beautifully simple client management software,https://angel.co/ikeepclient-1,Brisbane,Apr ’15,2
Early Eater,Time-based discounted Restaurant dining,https://angel.co/early-eater,Gold Coast,May ’15,2
Like a Photon Creative,We Make Stellar Kids Content,https://angel.co/like-a-photon-creative,Brisbane,Jul ’15,2
Lighthouse,Machine learning for ecommerce stores,https://angel.co/lighthouse-1,Brisbane,Jul ’15,1
ThankBank,Blood donors get rewarded,https://angel.co/thankbank,Brisbane,Jun ’15,1
Bright Conferences,Facilitating awesome learning experiences,https://angel.co/bright-conferences,Brisbane,Jul ’15,1
Qwik Coin,Live smarter,https://angel.co/qwik-coin,Brisbane,Jun ’15,1
Qwik Coin,Live smarter,https://angel.co/qwik-coin-1,Brisbane,Jun ’15,0
Hook Brands,Captivate Customers,https://angel.co/hook-brands,Gold Coast,May ’15,2
AdsRoom,Real Time Communication for SME,https://angel.co/adsroom,Gold Coast,Jun ’15,1
MODA Creative,https://youtu.be/B7jin8Zq7YM,https://angel.co/moda-creative-1,Brisbane,Jun ’15,1
Roam,Roam- Create friendships worldwide,https://angel.co/roam-2,Brisbane,Sep ’14,1
ROAM social networking app,Make friends from around the world,https://angel.co/roam-social-networking-app,Brisbane,Aug ’14,1
Various,Renewable Power Developer,https://angel.co/various-3,Brisbane,May ’12,3
JCH Media,Digital Business Solutions,https://angel.co/jch-media,Brisbane,Jul ’16,1
OCA Group,Find your dream job!,https://angel.co/oca-group,Brisbane,Oct ’15,1
Bill Hero,"Bill savings platform for your home. Add services, monitor, get notified to save.",https://angel.co/bill-hero,Brisbane,Oct ’13,7
Douglas Investments,Over-50 Communicators,https://angel.co/douglas-investments,Brisbane,Apr ’15,1
Anxley,Anxiety disorder and stress help (Headspace app),https://angel.co/anxley,Gold Coast,Sep ’15,2
Pirate Scan,Google for piracy detection.,https://angel.co/pirate-scan,Brisbane,Mar ’11,15
Spotlight Reporting,Putting the power of business intelligence at your fingers,https://angel.co/spotlight-reporting-4,Brisbane,Mar ’16,1
Hunted Hive Digital Solutions,Hunted Hive aims to build world-class applications that are profitable and scalable,https://angel.co/hunted-hive-digital-solutions,Brisbane,Aug ’15,2
Brisbanesurgeons,We make your body fit and beautiful,https://angel.co/brisbanesurgeons,Brisbane,Apr ’16,1
DEMCRATIC,Democracy in the cloud,https://angel.co/demcratic,Brisbane,Mar ’16,1
Amaze360,Private Cloud Technologies,https://angel.co/amaze360,Brisbane,Mar ’16,2
Lace n Ruffles,"Lace n Ruffles buy and sell vintage, pre-loved items from around the world.",https://angel.co/lace-n-ruffles,Brisbane,Feb ’14,2
From the Ground:Up Skin Co.,All Natural Face Mud,https://angel.co/from-the-ground-up-skin-co,Gold Coast,Mar ’16,1
Two Heavy Media,Transform digital publishing,https://angel.co/two-heavy-media,Gold Coast,May ’16,2
Trav the app,"All in one travel planner, your personal concerige.",https://angel.co/trav-the-app,Brisbane,Dec ’15,2
Rising Sun Yacht Charters,Luxurious business operating on Great Barrier Reef,https://angel.co/rising-sun-yacht-charters,Cairns,May ’16,1
Milestones Technology Group,MTG provides start-ups and small businesses,https://angel.co/milestones-technology-group,Brisbane,Jul ’16,1
EduHub,Facebook for Universities and Colleges,https://angel.co/eduhub-2,Brisbane,Jul ’16,1
RH and LK Carter,Helping people who are sick of their jobs and lifestyle to find another way.,https://angel.co/rh-and-lk-carter,Townsville,Jul ’16,1
Rodolfo Shoes,Innovative Shoes,https://angel.co/rodolfo-shoes,Roma,Jul ’16,1
Ozgoods,Our major product will make entrepreneurs more money.,https://angel.co/ozgoods,Brisbane,Jul ’16,1
Tennis Tour Challenge App,Freemium arcade tennis app,https://angel.co/tennis-tour-challenge-app,Brisbane,Jul ’16,1
Growth Learning,Mobile learning for training organisations,https://angel.co/growth-learning,Brisbane,Jul ’16,2
Path4 Group,Global Recruitment Software,https://angel.co/path4-group,Brisbane,Jul ’16,1
National Tiles-Noosaville,National Tiles was establised in the late 1970's by Frank Walker,https://angel.co/national-tiles-noosaville,Queensland,Jul ’16,1
Pharmanex,"After many years of searching, I found the Perfect Business",https://angel.co/pharmanex,Brisbane,Jun ’16,2
Create Training,Innovative Animated Compliance Training,https://angel.co/create-training,Brisbane,Jun ’16,1
Complex Institute - Gold Coast,Complex Institute of Education is one of Australia's leading RTOs.,https://angel.co/complex-institute-gold-coast,Brisbane,Jun ’16,1
Complex Institute - Brisbane,Complex Institute of Education is one of Australia's leading RTOs.,https://angel.co/complex-institute-brisbane,Brisbane,Jun ’16,1
Zenue,We help people hire out their property for weddings.,https://angel.co/zenue,Brisbane,Jun ’16,1
IntegraPay,IntegraPay was born with technology innovators,https://angel.co/integrapay,Brisbane,Jun ’16,1
A Grade Sanding & Polishing,A Grade Sanding & Polishing is a family owned business,https://angel.co/a-grade-sanding-polishing,Brisbane,Jun ’16,1
Impos - Brisbane,"ImPOS Online understand that time is money and a fast, reliable and effective POS system.",https://angel.co/impos-brisbane,Brisbane,Jun ’16,1
Gold River Garage Doors,garage door repair,https://angel.co/gold-river-garage-doors-3,Gold Coast,Jun ’16,1
National Tiles-Mackay,National Tiles has the international market knowledge.,https://angel.co/national-tiles-mackay,Mackay,Jun ’16,1
Abira Gems,Loose Gemstones for Sale in Australia,https://angel.co/abira-gems-1,Brisbane,May ’16,1
Dirt Busters,Mobile Car Detailers Brisbane and Gold Coast,https://angel.co/mobilecardetailers,Brisbane,May ’16,1
volatilitykings,invest in yourself!,https://angel.co/volatilitykings,Gold Coast,May ’16,2
Speedy Host,High quality hosting at a great price.,https://angel.co/speedy-host-1,Gold Coast,May ’16,1
Lung Defender,100% Natural Lung Physiotherapy,https://angel.co/lung-defender,Brisbane,May ’16,1
National Tiles-Springwood,National Tiles has the international market knowledge,https://angel.co/national-tiles-springwood,Brisbane,May ’16,1
National Tiles-Brisbane,National Tiles has the international market knowledge.,https://angel.co/national-tiles-brisbane,Brisbane,May ’16,1
Chilli Law,Chilli Law is a dynamic law firm,https://angel.co/chilli-law,Brisbane,May ’16,1
Wanderlust The Travel Tribe,Travel Social Network,https://angel.co/wanderlust-the-travel-tribe,Brisbane,Apr ’16,6
Pack Queen-brisbane,We make packaging simple & easy by providing you with over thousands of quality products.,https://angel.co/pack-queen-brisbane,Brisbane,Apr ’16,1
Resort Style Bean Bags,Resort Style Bean Bags & Outdoor Furnishings,https://angel.co/resort-style-bean-bags,Gold Coast,Apr ’16,1
123jobs,Match.com for vocational employment,https://angel.co/123jobs,Brisbane,Apr ’16,1
Isabellas Passion,Australia's leading women's clothing store,https://angel.co/isabellas-passion,Brisbane,Apr ’16,2
Blush Bras and Lingerie,Australias leading online lingerie Store,https://angel.co/blush-bras-and-lingerie,Gold Coast,Apr ’16,1
Creative Concrete and Cutting Services,Reliable and Professional Services for Gold Coast and Brisbane,https://angel.co/creative-concrete-and-cutting-services,Brisbane,Apr ’16,1
Neotill,Mobile creditcard payments,https://angel.co/neotill,Brisbane,Apr ’16,2
Black Bow Chauffeur,We Drive With Class and Provide Personal Transfer Service,https://angel.co/blackbowchauffeur,Brisbane,Mar ’16,1
Aabon Apartments & Motel,Top motels & apartments in Brisbane and surrounding areas,https://angel.co/aabon-apartments-motel-1,Brisbane,Mar ’16,1
Airport Wooloowin Motel,Leading motel & apartments surrounding in Brisbane and other areas,https://angel.co/airport-wooloowin-motel-1,Brisbane,Mar ’16,1
Litesbook,Litesbook is the New Social Media Innovation,https://angel.co/litesbook,Cairns,Mar ’16,2
River City Glass,Local Glass Specialist in Brisbane & Surrounding Areas,https://angel.co/river-city-glass-1,Brisbane,Mar ’16,1
Gigspot,Discover and book gigs online,https://angel.co/gigspot,Brisbane,Mar ’16,3
Austral Cleaning Brisbane,Cleaning Services,https://angel.co/austral-cleaning-brisbane-1,Brisbane,Mar ’16,1
Flaurish,"To help brick & mortar retailers get online & sell, by eliminating barriers to entry",https://angel.co/flaurish,Gold Coast,Feb ’16,2
Urban Tradie,Finding Trusted Contractors to get the job done!,https://angel.co/urban-tradie,Brisbane,Feb ’16,1
Gold River Garage Doors,Garage Doors,https://angel.co/gold-river-garage-doors-1,Gold Coast,Feb ’16,1
Reed Basketry,exclusive customized reed furniture,https://angel.co/reed-basketry,Roma,Jan ’16,4
Phillips Family Law,family law brisbane,https://angel.co/phillips-family-law-1,Brisbane,Dec ’15,1
Tow.com.au,High Tech Towing Company,https://angel.co/tow-com-au,Brisbane,Dec ’15,1
OA Gems,Gemstone Wholesaler,https://angel.co/oa-gems-1,Brisbane,Nov ’15,1
Health Vision,Freedom From Pain & Snore,https://angel.co/health-vision-au,Gold Coast,Nov ’15,1
Pest Ex,Termite Gold Coast,https://angel.co/pest-ex-1,Gold Coast,Nov ’15,1
Pinnacle,Pinnacle Software Enterprise,https://angel.co/pinnacle-2,Brisbane,Nov ’15,1
Brad Townsend Photography,Wedding Photographer| Wedding Photography| Brad Townsend,https://angel.co/brad-townsend-photography,Brisbane,Nov ’15,1
Smart Home Audio Visual,Home Theatre Installation & Commercial Audio Visual Brisbane,https://angel.co/smart-home-audio-visual,Brisbane,Nov ’15,1
Gruntify,Smart geo-collaboration for the world,https://angel.co/gruntify,Brisbane,Oct ’15,1
Department Group,Digital Creative Agency,https://angel.co/department-group,Brisbane,Oct ’15,2
puntatore laser 200mw,twitter,https://angel.co/puntatore-laser-200mw,Roma,Oct ’15,1
Graffiti Enz,Graffiti-Enz has a range of exciting new graffiti removal products,https://angel.co/graffiti-enz,Brisbane,Oct ’15,1
C-Talk,Developing communication technology for the sea!,https://angel.co/c-talk-1,Brisbane,Sep ’15,1
Brisbane Solar Electrical,solar installers,https://angel.co/brisbane-solar-electrical,Brisbane,Sep ’15,1
Discover SEO Brisbane,"SEO, Online Marketing Services",https://angel.co/discover-seo-brisbane-1,Brisbane,Sep ’15,1
laserpuntatore,"puntatore laser,laser verde,laser blu,laser rosso,laser potente,",https://angel.co/laserpuntatore,Roma,Aug ’15,1
Cortex Networks,A New Innovative Network,https://angel.co/cortex-networks,Brisbane,Jul ’15,2
Magallan Spacee,"New home designs, Building design",https://angel.co/magallan-spacee,Brisbane,Jul ’15,1
Base Architecture,Get the house designs Brisbane Online.,https://angel.co/base-architecture-2,Brisbane,Jul ’15,1
Elements Media,Custom content management systems for brands,https://angel.co/elements-media,Brisbane,Jun ’15,1
Best Bond Cleaning,"We are the best cleaning services in  Queensland, Australia.",https://angel.co/best-bond-cleaning-1,Brisbane,Jun ’15,9
Friday Beers,Amazing Craft Beer Experience... Delivered Weekly!,https://angel.co/friday-beers,Brisbane,Nov ’15,4
Atypik Clothing,Italian Clothing For All Sports,https://angel.co/atypik-clothing-1,Roma,Jun ’15,1
Simplegration,You suck at running your business,https://angel.co/simplegration,Brisbane,Nov ’15,2
The Higher End,Application/website,https://angel.co/the-higher-end,Brisbane,May ’15,1
APM SOLUTIONS,APM SOLUTIONS is your one stop shop to property maintenance!,https://angel.co/apm-solutions,Brisbane,May ’15,1
Lay-Buy Financial Solutions Pty Ltd,Online Layaway_powered by PayPal,https://angel.co/lay-buy-financial-solutions-pty-ltd,Brisbane,Apr ’15,2
LawyerQuote,Comparison Service,https://angel.co/lawyerquote,Brisbane,May ’15,2
Lumi,Artificial Learning Device,https://angel.co/lumi-2,Brisbane,Apr ’15,1
Any Deliveries,Home delivery platform B2B/C2B,https://angel.co/any-deliveries,Brisbane,Apr ’15,1
Pawke,Point 'n click data collection from any website,https://angel.co/pawke,Brisbane,Apr ’15,1
Rockhampton Antenna & TV Services,Digital TV Antenna Rockhampton,https://angel.co/rockhampton-antenna-tv-services-1,Rockhampton,Apr ’15,1
ComunicaCity,Public Administration communicates with citizens and businesses,https://angel.co/comunicacity-2,Roma,Mar ’15,3
Mad Anth'm Productions,Feature Film,https://angel.co/mad-anth-m-productions,Brisbane,Feb ’15,2
Diamond Roof Tiling,"We provide roof cleaning, roof painting, roof restoration and roof repairs in Brisbane.",https://angel.co/diamond-roof-tiling,Brisbane,Mar ’15,2
Powerseller Holdings,Sell online for less and buy risk free!,https://angel.co/powerseller-holdings,Brisbane,Mar ’15,1
The Protein Club,Supplements on Subscription,https://angel.co/the-protein-club,Brisbane,Feb ’15,1
Construct-Right,Construct-Right is the leading construction company based in Brisbane.,https://angel.co/construct-right,Brisbane,Jan ’15,1
Gemento,,https://angel.co/gemento,Gold Coast,Jan ’15,1
ReadyFit,Design,https://angel.co/readyfit,Brisbane,Dec ’14,1
TheRideAdvice.com,Quality motorcycle blog,https://angel.co/therideadvice-com,Brisbane,Dec ’14,2
Compare and Choose,Comparsion Website,https://angel.co/compare-and-choose,Brisbane,Dec ’14,1
Radio Workflow,Cloud Based Workflow for Radio Stations,https://angel.co/radio-workflow,Brisbane,Nov ’14,1
Labeeto,Social Networking Meets Fitness Dating,https://angel.co/labeeto,Brisbane,Oct ’14,2
rite.io - telling better stories.,media and content analysis (rite.io),https://angel.co/rite-io-telling-better-stories,Brisbane,Sep ’14,3
Brisbane Airport Cars Rental,Hire a car at Brisbane Airport to plan your visit at your own terms.,https://angel.co/brisbane-airport-cars-rental-1,Brisbane,Aug ’14,1
Umig Italia srl,Advertising on ATM machines,https://angel.co/umig-italia-srl,Roma,Sep ’14,3
Binary Lane,Easy cloud hosting,https://angel.co/binary-lane,Brisbane,Jul ’14,8
Alpha Car Finance,Car,https://angel.co/alpha-car-finance,Brisbane,Apr ’14,1
Bob Gunn Termite Solutions,Pest Control,https://angel.co/bob-gunn-termite-solutions,Brisbane,Mar ’14,1
Bet King,Australian Bookmaker Reviews,https://angel.co/bet-king,Brisbane,Mar ’14,1
Side Effect,Real Estate,https://angel.co/side-effect-1,Brisbane,Mar ’14,1
Brus Media,Online advertising network,https://angel.co/brus-media-1,Brisbane,Feb ’14,2
Integrated Industry Ecology Pty.Ltd,Ship Scrap recycling,https://angel.co/integrated-industry-ecology-pty-ltd-2,Brisbane,Jan ’14,4
memeBig.com,Ultimate ideas collaboration platform,https://angel.co/memebig-com,Brisbane,Nov ’13,5
Attentive Painting & Decorating,Brisbane Painters,https://angel.co/attentive-painting-decorating,Brisbane,Apr ’14,1
Fortune Innovations Brisbane,Web Developmentservice in Brisbane,https://angel.co/fortune-innovations-brisbane,Brisbane,Sep ’13,1
Mystrata,Changing the global apartment management industry,https://angel.co/mystrata,Brisbane,Apr ’13,2
,,,,,
Yaro Starak,"Blogger, Podcaster at Entrepreneurs-Journey, Founder of Blog Mastermind and Membership Site Mastermind training programs.",https://angel.co/yarostarak,Melbourne,3,385
Adam H M,"Australian serial entrepreneur, your angel investor and startup advisor. FinTech lover and experienced CTO, worked for Google.",https://angel.co/adamh,Brisbane,2,172
Ian Connor,"Founder @Ashok Lulla, @Encore.io, and @Pubget  • Worked at @TheLocker,  @Enthuse, @IBM, @CSC and @Iris Associates",https://angel.co/ian-connor,Brisbane,0,148
Stephen Baxter,,https://angel.co/stevebaxter1971,Brisbane,6,346
Clarence Tan,"Singularity University Ambassador for Asia Pacific, Entrepreneur in Residence Fellow, Silicon Lakes",https://angel.co/clarence-tan,Gold Coast,5,295
Steven Begeda,"Director, System Sales at Zetron, Inc (subsidiary of JVC KENWOOD).  Investor in @Buddy.",https://angel.co/steven-begeda,San Francisco,1,112
Aaron Fletcher,CEO of XY Gaming. It's an online platform where video gamers can find and compete against each other for cash.,https://angel.co/zerotwitch,Brisbane,0,46
David Crane,"Founder @Spruik • Worked at @Ericsson, @Telstra • Studied at @Queensland University Of Technology",https://angel.co/david-crane-1,Gold Coast,0,47
Ian Connor,I like to build a minimal viable product and give the business the ability to quickly iterate and find its footing.,https://angel.co/iconnor,Brisbane,3,36
Nicolas Scudamore-Smith,Worked in M&A @KPMG Corporate Finance & Investment Banking @RBS . Sourcing JV opportunities for early stage businesses to expand into Australasia,https://angel.co/nick-scudamore-smith,Brisbane,1,95
Anthony Musumeci,"I am the Innovation Investment Manager for Blacksheep Capital, an Australian Based private equity firm investing in scalable high growth innovations.",https://angel.co/anthony-musumeci,Brisbane,4,35
Daniel Gavel,"I work at Black Sheep Capital, who are a private equity firm looking to build our presence in the innovative technology space",https://angel.co/daniel-gavel,Brisbane,3,34
Aaron Birkby,Co-founder of Silicon Lakes.  Entrepreneur In Residence of River City Labs Accelerator - powered by muru-D,https://angel.co/aaronbirkby,Brisbane,1,228
Felix Clack,"Worked at @Bloc @General Assembly @Notonthehighstreet, @Deutsche Bank  • Studied at @University of Teesside",https://angel.co/felix-clack,Brisbane,0,109
Wayne Gerard,"Co-founder & CEO @RedEye Apps 
Past
Co-founder Waterline Projects (Engineering Company)
Founder SDG (Consulting Company)
Member of the Entrepreneurs Organisation (EO)",https://angel.co/wayne-gerard,Palo Alto,1,154
Angus McLachlan,Building awesome @Boppl  with an incredible team.,https://angel.co/angusmclachlan,Brisbane,0,81
Ben Flux,"> ten years experience in creating, developing and growing startups. Successfully started his own company from two people in 2003 to over one hundred in 2016.",https://angel.co/ben-flux,Brisbane,0,12
Anna Rooke,"Our Fund is specifically focused on high-growth, scalable businesses in Australia that are tackling global markets within the creative industries.",https://angel.co/anna-rooke,Brisbane,1,15
Daragh McGrath,I've spent the past ~10 years working in internet / Cloud focused startups in both technology and sales orientated roles,https://angel.co/daraghmcg,Brisbane,2,18
John Dell,"Professional director and investor
Former Chief Executive Officer and Chief Financial Officer",https://angel.co/john-dell,Brisbane,1,24
Tim Kastelle,I study ideas - Student and teacher of innovation management - University of Queensland Business School,https://angel.co/timkastelle,Brisbane,0,68
Daniel Dean,Founder Online Business Group • Studied at @Griffith University,https://angel.co/daniel-dean,Brisbane,0,20
David Skillen,Senior International Banker. Technology comfortable and follower. Now retired and investing. Property and start-ups.,https://angel.co/david-skillen,Brisbane,1,13
Alexander Rugaev,I'm serial entrepreneur and blockchain enthusiast,https://angel.co/alexander-rugaev,Brisbane,0,1
Eddie Mallan,"I am interested to broaden my exposure to a range of startup opportunities, with a focus on gaining international portfolio exposure.",https://angel.co/eddie-mallan,Brisbane,0,1
,,,,,
Yaro Starak,"Blogger, Podcaster at Entrepreneurs-Journey, Founder of Blog Mastermind and Membership Site Mastermind training programs.",https://angel.co/yarostarak,Melbourne,3,385
Adam H M,"Australian serial entrepreneur, your angel investor and startup advisor. FinTech lover and experienced CTO, worked for Google.",https://angel.co/adamh,Brisbane,2,172
Ian Connor,"Founder @Ashok Lulla, @Encore.io, and @Pubget  • Worked at @TheLocker,  @Enthuse, @IBM, @CSC and @Iris Associates",https://angel.co/ian-connor,Brisbane,0,148
Stephen Baxter,,https://angel.co/stevebaxter1971,Brisbane,6,346
Clarence Tan,"Singularity University Ambassador for Asia Pacific, Entrepreneur in Residence Fellow, Silicon Lakes",https://angel.co/clarence-tan,Gold Coast,5,295
Steven Begeda,"Director, System Sales at Zetron, Inc (subsidiary of JVC KENWOOD).  Investor in @Buddy.",https://angel.co/steven-begeda,San Francisco,1,112
Aaron Fletcher,CEO of XY Gaming. It's an online platform where video gamers can find and compete against each other for cash.,https://angel.co/zerotwitch,Brisbane,0,46
David Crane,"Founder @Spruik • Worked at @Ericsson, @Telstra • Studied at @Queensland University Of Technology",https://angel.co/david-crane-1,Gold Coast,0,47
Ian Connor,I like to build a minimal viable product and give the business the ability to quickly iterate and find its footing.,https://angel.co/iconnor,Brisbane,3,36
Nicolas Scudamore-Smith,Worked in M&A @KPMG Corporate Finance & Investment Banking @RBS . Sourcing JV opportunities for early stage businesses to expand into Australasia,https://angel.co/nick-scudamore-smith,Brisbane,1,95
Anthony Musumeci,"I am the Innovation Investment Manager for Blacksheep Capital, an Australian Based private equity firm investing in scalable high growth innovations.",https://angel.co/anthony-musumeci,Brisbane,4,35
Daniel Gavel,"I work at Black Sheep Capital, who are a private equity firm looking to build our presence in the innovative technology space",https://angel.co/daniel-gavel,Brisbane,3,34
Aaron Birkby,Co-founder of Silicon Lakes.  Entrepreneur In Residence of River City Labs Accelerator - powered by muru-D,https://angel.co/aaronbirkby,Brisbane,1,228
Felix Clack,"Worked at @Bloc @General Assembly @Notonthehighstreet, @Deutsche Bank  • Studied at @University of Teesside",https://angel.co/felix-clack,Brisbane,0,109
Wayne Gerard,"Co-founder & CEO @RedEye Apps 
Past
Co-founder Waterline Projects (Engineering Company)
Founder SDG (Consulting Company)
Member of the Entrepreneurs Organisation (EO)",https://angel.co/wayne-gerard,Palo Alto,1,154
Angus McLachlan,Building awesome @Boppl  with an incredible team.,https://angel.co/angusmclachlan,Brisbane,0,81
Ben Flux,"> ten years experience in creating, developing and growing startups. Successfully started his own company from two people in 2003 to over one hundred in 2016.",https://angel.co/ben-flux,Brisbane,0,12
Anna Rooke,"Our Fund is specifically focused on high-growth, scalable businesses in Australia that are tackling global markets within the creative industries.",https://angel.co/anna-rooke,Brisbane,1,15
Daragh McGrath,I've spent the past ~10 years working in internet / Cloud focused startups in both technology and sales orientated roles,https://angel.co/daraghmcg,Brisbane,2,18
John Dell,"Professional director and investor
Former Chief Executive Officer and Chief Financial Officer",https://angel.co/john-dell,Brisbane,1,24
Tim Kastelle,I study ideas - Student and teacher of innovation management - University of Queensland Business School,https://angel.co/timkastelle,Brisbane,0,68
Daniel Dean,Founder Online Business Group • Studied at @Griffith University,https://angel.co/daniel-dean,Brisbane,0,20
David Skillen,Senior International Banker. Technology comfortable and follower. Now retired and investing. Property and start-ups.,https://angel.co/david-skillen,Brisbane,1,13
Alexander Rugaev,I'm serial entrepreneur and blockchain enthusiast,https://angel.co/alexander-rugaev,Brisbane,0,1
Eddie Mallan,"I am interested to broaden my exposure to a range of startup opportunities, with a focus on gaining international portfolio exposure.",https://angel.co/eddie-mallan,Brisbane,0,1
Terry West,"Tech head, IT Engineer, have involved with multiple small business developments for tech companies. Own and develop a collection on webistes / services",https://angel.co/terry-west-2,Brisbane,0,1
,,,,,
Effective Measure,,https://angel.co/effective-measure,Melbourne,Feb ’13,30
Macropod Software,We make software for Developers and Designers,https://angel.co/macropod-software,Melbourne,Mar ’11,434
Goodfilms,Goodreads for Films,https://angel.co/goodfilms,Melbourne,Oct ’11,130
Rome2rio,"Discover how to get anywhere by plane, train, bus, ferry and automobile",https://angel.co/rome2rio,Melbourne,Apr ’11,218
CoinJar,Advancing consumer finance with bitcoin.,https://angel.co/coinjar,Melbourne,Apr ’13,218
99designs,,https://angel.co/99designs,Oakland,Jan ’12,113
Workplace Arcade,Work hard. Play harder. (500 Startups B17),https://angel.co/arcade,Melbourne,Aug ’14,32
PredictBGL,Insane diabetes management,https://angel.co/predictbgl,Melbourne,Jul ’13,42
Omny Studio,Cloud on-demand audio management,https://angel.co/omnystudio,Melbourne,Mar ’12,260
ShareRails,On-site Social Commerce.,https://angel.co/sharerails-1,Melbourne,Jun ’12,16
Driftrock,The lifecycle social advertising platform,https://angel.co/driftrock,Melbourne,Jan ’14,64
Myagi,The online training network for retailers and suppliers.,https://angel.co/myagi,Melbourne,Nov ’13,31
Lexim,eLearning platform for the modern classroom,https://angel.co/lexim,Melbourne,Jul ’11,96
York Butter Factory,The co-working space for Australia's upstart entrepreneurs to #GSD,https://angel.co/yorkbutter,Melbourne,Sep ’12,273
Axiflux,The Future of the Electrical Machine,https://angel.co/axiflux,Melbourne,Oct ’12,90
Influx,"Customer Support, Done.",https://angel.co/influx-1,Melbourne,Feb ’14,46
YourGrocer,Home delivery from the local shops you love,https://angel.co/yourgrocer,Melbourne,Oct ’14,53
Bluedot Innovation,The Most Accurate Location Services,https://angel.co/bluedot-innovation,San Francisco,Jul ’13,46
Peazie,Social Media Campaign Super Tools for Agencies and Publishers,https://angel.co/peazie,Melbourne,Jan ’13,26
Trustpilot,Online Review Community,https://angel.co/trustpilot,Melbourne,Jul ’15,65
Buildkite,,https://angel.co/buildkite,Melbourne,Mar ’12,22
Breezedocs,Sorting the world's documents,https://angel.co/breezedocs,Melbourne,Jun ’12,40
Tablo Publishing,YouTube for books.,https://angel.co/tablo-publishing,Melbourne,Feb ’13,86
Ediply,The easiest way to a global education,https://angel.co/ediply,Melbourne,Jun ’13,29
Flippa,"Flippa.com #1 Marketplace to buy & sell Websites, Domains, Apps",https://angel.co/flippa,Melbourne,Mar ’12,88
Drawboard,Collaborative PDF annotation and workflow,https://angel.co/drawboard,Melbourne,Nov ’13,65
elevio,Pre-emptive Support Platform,https://angel.co/elevio-1,Melbourne,Sep ’15,22
CliniCloud,Software and devices for home healthcare,https://angel.co/clinicloud,Melbourne,Mar ’14,39
Medallia,Software to understand and improve the customer experience.,https://angel.co/medallia,Palo Alto,Jan ’12,133
etaskr,Private and internal oDesk for enterprise,https://angel.co/etaskr,Melbourne,May ’13,29
Redu.us,We create games for people to learn.,https://angel.co/redu-us,Melbourne,Apr ’12,62
Surprise Attack,Miramax for independent digital video games,https://angel.co/surprise-attack,Melbourne,May ’14,19
c8apps,Mobile sports games,https://angel.co/c8apps,Melbourne,May ’12,25
Learnable,"Actionable, results-focused online learning",https://angel.co/learnable-1,Melbourne,Jan ’15,11
Vinomofo,United by Wine,https://angel.co/vinomofo,Melbourne,Sep ’14,28
GetViable,Startup Platform guiding you from Idea to Pitch.,https://angel.co/getviable,Melbourne,Dec ’11,75
Venuemob,Wotif.com for event & function venues,https://angel.co/venuemob,Melbourne,Jun ’12,54
Listium,"Create, manage, share and publish all your lists in one place.",https://angel.co/listium,Melbourne,Sep ’13,16
7pm Anywhere,'The Dating Game' online - making online dating feel like offline dating.,https://angel.co/7pm-anywhere,Melbourne,Sep ’12,47
AngelCube,Melbourne's first startup accelerator.,https://angel.co/angelcube-1,Melbourne,Aug ’14,16
LeadChat,Live Chatters For Lead Conversion,https://angel.co/leadchat,Melbourne,Sep ’15,4
Beanhunter,Find and share great coffee,https://angel.co/beanhunter,Melbourne,Apr ’12,42
Dragonfly,High quality freelancers for digital agencies,https://angel.co/dragonfly,Melbourne,Jun ’12,33
BYLD,Smart products for building and trade professionals.,https://angel.co/byld,Melbourne,Jul ’15,8
HeroBoyfriend,Helping couples extend the honeymoon phase.,https://angel.co/heroboyfriend,Melbourne,Jun ’15,9
XLabs,Mass Scale Webcam Eye Tracking Software,https://angel.co/xlabs,Melbourne,Apr ’14,13
ObjectHub,Firebase meets GitHub for faster collaborative development,https://angel.co/objecthub,Melbourne,Aug ’15,3
Cubio,It's like LaunchRock for Contests.,https://angel.co/cubio,Melbourne,Oct ’11,35
AirService,The mobile ordering solution,https://angel.co/airservice,Sydney,Aug ’12,65
chozun,Your smart little black book,https://angel.co/chozun,Melbourne,Jul ’14,14
BrickX,The new way to enter the property market.,https://angel.co/brickx,Sydney,Jul ’14,28
Zaq,"Accept mobile payments, securely and easily.",https://angel.co/zaq,Melbourne,Jul ’12,13
Culture Amp,Culture Analytics for your company.,https://angel.co/culture-amp,Melbourne,Mar ’12,70
Smart Operational Agriculture Kit (SOAK),Smart water usage on farms,https://angel.co/smart-operational-agricultural-toolkit-soak,Melbourne,Jun ’16,4
Brosa,Zara for Designer Furniture,https://angel.co/brosa,Melbourne,Apr ’14,23
BulkSMS,Bulk SMS delivery on the web,https://angel.co/bulksms,Melbourne,Aug ’12,10
Cashtivity,"Teaching kids business, at scale.",https://angel.co/cashtivity,Melbourne,Oct ’12,15
